Cities,name,address,description,score,url,bonus,latitude,longitude
Marseille,"Holiday Inn Express Marseille Saint Charles, an IHG Hotel","15 Boulevard Maurice Bourdet, 13001 Marseille, France","L'Holiday Inn Express Marseille Saint Charles se situe en face de la gare dans le centre-ville de Marseille, à 10 minutes de marche du Vieux-Port. Il propose des chambres avec salle de bains privative et connexion Wi-Fi gratuite.Affichant une décoration moderne, toutes les chambres insonorisées comprennent la climatisation et une télévision par satellite à écran plat.Lors de votre séjour à l'Holiday Inn Express Marseille Saint Charles, vous savourerez un petit-déjeuner gratuit et le bar Le Mistral vous servira aussi des repas légers. Par ailleurs, vous apprécierez de vous détendre sur la terrasse. Sur place, vous disposerez également d'une réception ouverte 24h/24 et d'un service de blanchisserie assuré moyennant un supplément.Depuis la station de métro Saint-Charles (lignes 1 et 2), vous bénéficierez d'un accès direct au parc Chanot et au centre-ville. Enfin, accessible depuis l'A7, l'Holiday Inn Express Marseille Saint Charles possède un parking privé payant. C'est le quartier préféré des voyageurs visitant Marseille, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,5 pour un séjour à deux.L'établissement Holiday Inn Express Marseille Saint Charles, an IHG Hotel accueille des clients Booking.com depuis le 15 avr. 2010.Chaîne hôtelière/marque:Holiday Inn ExpressEn voir plus",7.8,https://www.booking.com/hotel/fr/holiday-inn-express-marseille-saint-charles.fr.html,    Parking    Connexion Wi-Fi gratuite    Animaux domestiques admis    Chambres familiales    Chambres non-fumeurs    Équipements pour les personnes handicapées    Bar,43.30272424,5.37933044
Marseille,Ibis Marseille Centre Prefecture,"13 Rue Lafon, Castellane et Préfecture, 13006 Marseille, France","Located in the 6th district of Marseille, Ibis Marseille Centre Prefectureoffers free WiFi access and a 24-hour front desk. It is a 12-minute walk from the Vieux Port, and 3 km from the Velodrome Stadium.Rooms at Ibis Marseille Centre Prefecturecan be accessed by an elevator and are equipped with a satellite TV, desk and wardrobe. Rooms have an en suite bathroom with a shower and toilet.Breakfast is served daily for a supplement and guests can find restaurants, bars and shops nearby. Newspapers are available daily for guests.Marseille Saint Charles Train Station is 1.5 km away and can be accessed by metro with two stops located within 350 metres of the hotel. Marseille Airport is 27 km away. Private underground parking is available for a supplement.Underground parking is available at an additional cost and accessible by a car lift, for any reservation or request for information, please contact the reception of the establishment. C'est le quartier préféré des voyageurs visitant Marseille, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,0 pour un séjour à deux.L'établissement Ibis Marseille Centre Prefecture accueille des clients Booking.com depuis le 16 oct. 2013.Chaîne hôtelière/marque:ibisEn voir plus",7.1,https://www.booking.com/hotel/fr/premiere-classe-marseille-centre-xml.fr.html,    Parking    Connexion Wi-Fi gratuite    Animaux domestiques admis    Chambres familiales    Chambres non-fumeurs    Réception ouverte 24h/24,43.29155323,5.38197108
Marseille,Le Plaisir 1827,"3 Eme etages gauche 38 Rue du Progrès, 13005 Marseille, France","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Plaisir 1827 ! Connectez-vous pour économiser.Le Plaisir 1827 est situé à Marseille, à 1,3 km de la station de métro La Timone, à 1,8 km de la station de métro Castellane et à 1,4 km de la rue Saint-Ferréol. Il offre une vue sur la ville et propose une connexion Wi-Fi gratuite dans l'ensemble de ses locaux.Cet appartement comprend une chambre, un salon, une cuisine entièrement équipée avec un réfrigérateur et une machine à café ainsi qu'une salle de bains pourvue d'une douche et d'un sèche-cheveux. Les serviettes et le linge de lit sont fournis.Vous séjournerez à 1,7 km de la station de métro Vieux-Port et à 1,5 km de la gare de Marseille-Saint-Charles. L'aéroport de Marseille-Provence, le plus proche, est implanté à 24 km. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,1 pour un séjour à deux.L'établissement Le Plaisir 1827 accueille des clients Booking.com depuis le 28 déc. 2020.En voir plus",9.1,https://www.booking.com/hotel/fr/le-plaisir-1827.fr.html,    Parking    Connexion Wi-Fi gratuite    Chambres non-fumeurs    Enregistrement en ligne disponible,43.2965388,5.3913738
Marseille,Loft Luxe Liberté,"20 Boulevard de la Liberté, 13001 Marseille, France","Situé à Marseille, à 2,9 km de la plage des Catalans et à 400 mètres de la gare Saint-Charles, le Loft Luxe Liberté propose des hébergements avec une connexion Wi-Fi gratuite et une télévision. Cet appartement se trouve à 2,3 km de la station de métro Castellane et à 1,1 km de la station de métro Vieux Port.Cet appartement climatisé comprend une chambre, un salon, une cuisine entièrement équipée avec un réfrigérateur et une machine à café ainsi qu'une salle de bains pourvue d'une baignoire et d'articles de toilette gratuits. Les serviettes et le linge de lit sont fournis.Vous séjournerez à proximité de la station de métro Joliette, du centre commercial Les Terrasses du Port et de la rue Saint-Ferréol. L'aéroport de Marseille-Provence, le plus proche, est implanté à 22 km. C'est le quartier préféré des voyageurs visitant Marseille, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,3 pour un séjour à deux.L'établissement Loft Luxe Liberté accueille des clients Booking.com depuis le 29 sept. 2019.En voir plus",7.4,https://www.booking.com/hotel/fr/loft-luxe-liberte-1.fr.html,    Parking    Connexion Wi-Fi gratuite    Chambres non-fumeurs    Chauffage,43.3007918,5.3822154
Marseille,Gite du stade le F4 parking piscine et SPA,"42 Boulevard Larrat, 13010 Marseille, France","Situé à Marseille, à seulement 2,2 km du parc des expositions et centre de conventions Marseille Chanot, le Gite du stade le F4 parking piscine et SPA propose un service de prêt de vélos, une piscine extérieure, un jardin et une connexion Wi-Fi gratuite. Vous bénéficierez d'un accès à une terrasse et d'un parking privé gratuit.Offrant une vue sur le jardin, cet appartement dispose d'une terrasse, de 3 chambres, d'un salon, d'une télévision à écran plat, d'une cuisine équipée avec un réfrigérateur et un four, ainsi que d'une salle de bains pourvue d'une douche. Les serviettes et le linge de lit sont fournis.Vous séjournerez à 2,4 km du stade Orange Vélodrome et à 2,6 km de la station de métro Rond-Point du Prado. L'aéroport le plus proche, celui de Marseille Provence, est situé à 27 km. L'établissement Gite du stade le F4 parking piscine et SPA accueille des clients Booking.com depuis le 10 nov. 2021.En voir plus",7.8,https://www.booking.com/hotel/fr/gite-du-stade-lappartement-dans-villa-avec-parking-et-piscine.fr.html,    1 piscine    Parking gratuit    Connexion Wi-Fi gratuite    Animaux domestiques admis    Chambres familiales    Enregistrement en ligne disponible,43.27549,5.4127215
Marseille,Superbe appartement balcon vu Vieux-Port Marseille,"Place Gabriel Péri, 13001 Marseille, France","Marseille - séjournez au cœur de la ville–Excellent emplacement - voir la carteVous pouvez bénéficier d'une réduction Genius dans l'établissement Superbe appartement balcon vu Vieux-Port Marseille ! Connectez-vous pour économiser.Idéalement situé au cœur de Marseille, le Superbe appartement balcon vu Vieux-Port Marseille offre une vue sur la mer et dispose d'un jardin ainsi que d'un bar. Cet appartement dispose d'un balcon et d'une connexion Wi-Fi gratuite.Offrant une vue sur la ville, cet appartement dispose d'une terrasse, de 2 chambres, d'un salon, d'une télévision à écran plat, d'une cuisine équipée avec un réfrigérateur et un four, ainsi que d'une salle de bains pourvue d'une douche.Un service de location de voitures est assuré sur place.Vous séjournerez à proximité de la plage des Catalans, de la station de métro Vieux-Port et de la rue Saint-Ferréol. L'aéroport le plus proche, celui de Marseille-Provence, est situé à 22 km. Un service de navette aéroport peut être assuré moyennant des frais supplémentaires. C'est le quartier préféré des voyageurs visitant Marseille, selon les commentaires clients indépendants.L'établissement Superbe appartement balcon vu Vieux-Port Marseille accueille des clients Booking.com depuis le 16 juin 2022.En voir plus",9.1,https://www.booking.com/hotel/fr/superbe-appartement-balcon-vu-vieux-port-marseille.fr.html,    Parking    Connexion Wi-Fi gratuite    Chambres familiales    Navette aéroport    Chambres non-fumeurs    Bar,43.29591581,5.37442746
Marseille,Appart'City Confort Marseille Centre Prado Velodrome,"1 Rue Vandel, 13008 Marseille, France","L'Appart'City Confort Marseille Centre Prado Velodrome est situé à seulement 200 mètres de la station de métro Périer, qui mène directement au centre de Marseille, au musée des civilisations de l'Europe et de la Méditerranée(MuCEM) et au vieux port. Le Palais des congrès et le stade Vélodrome se trouvent à proximité de l'établissement.Les hébergements de style contemporain sont équipés d'une télévision à écran LCD. Chaque chambre, suite et studio comprend également une salle de bains privative avec des articles de toilette gratuits.Le matin, vous dégusterez un petit-déjeuner buffet dans la salle à manger. La réception est quant à elle ouverte 24h/24. Vous profiterez aussi gratuitement d'une connexion Wi-Fi, ainsi que des ordinateurs dans la salle de divertissements et de l'espace Nespresso.Enfin, l'Appart'City Confort Marseille Centre Prado Velodrome bénéficie d'un emplacement idéal, à seulement 4 stations de métro de la gare Saint-Charles. De plus, vous disposerez d'un parking moyennant des frais supplémentaires. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,0 pour un séjour à deux.L'établissement Appart'City Confort Marseille Centre Prado Velodrome accueille des clients Booking.com depuis le 29 déc. 2011.Chaîne hôtelière/marque:Appart'CityEn voir plus",7.6,https://www.booking.com/hotel/fr/seven-urban-suites.fr.html,    Parking    Connexion Wi-Fi gratuite    Animaux domestiques admis    Chambres non-fumeurs    Équipements pour les personnes handicapées    Ascenseur,43.2798554,5.390496
Marseille,"Superbe appart 3 p, 10 mn de la plage avec piscine et parking","72 Boulevard du Sablier, 13008 Marseille, France","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Superbe appart 3 p, 10 mn de la plage avec piscine et parking ! Connectez-vous pour économiser.Dans le quartier Borely-Bonneveine de Marseille, à proximité de la Plage de la Vieille Chapelle, Superbe appart 3 p, Le 10 mn de la plage avec piscine et parking dispose d'un bar, d'une connexion Wi-Fi gratuite et d'un lave-linge. Situé à moins de 1 km de Bonneveine, il propose une piscine extérieure ouverte en saison et un parking privé gratuit.Cet appartement comprend 2 chambres, une salle de bains, du linge de lit, des serviettes, une télévision par satellite à écran plat, un coin repas, une cuisine entièrement équipée et un balcon avec vue sur le jardin.Une terrasse bien exposée est présente. Un service de location de vélos est assuré sur place.Vous séjournerez à 1,3 km de Borely et à 2,9 km du stade Orange Vélodrome. L'aéroport le plus proche, celui de Marseille Provence, est situé à 32 km. L'établissement Superbe appart 3 p, 10 mn de la plage avec piscine et parking accueille des clients Booking.com depuis le 2 juin 2022.Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.En voir plus",9.0,https://www.booking.com/hotel/fr/superbe-appart-3-p-10-mn-de-la-plage-avec-piscine.fr.html,    1 piscine    Parking gratuit    Connexion Wi-Fi gratuite    Animaux domestiques admis    Chambres familiales    Bar,43.2505303,5.3814817
Marseille,Hostel Vertigo Vieux-Port,"38 Rue Fort Notre Dame, 13007 Marseille, France","Marseille - séjournez au cœur de la ville–Excellent emplacement - voir la carteVous pouvez bénéficier d'une réduction Genius dans l'établissement Hostel Vertigo Vieux-Port ! Connectez-vous pour économiser.L'Hostel Vertigo Vieux-Port est situé dans le centre de Marseille, à seulement 200 mètres du Vieux-Port. Vous accéderez par un escalier à une chambre quadruple ou un lit dans un dortoir. L'auberge de jeunesse dispose de la climatisation et d'une connexion Wi-Fi gratuite dans les parties communes.L'Hostel Vertigo Vieux-Port propose un petit-déjeuner quotidien et une cuisine commune avec des plaques de cuisson, un micro-ondes, un grille-pain et une bouilloire. Vous pourrez vous détendre dans le patio ou le coin salon décoré dans un style méditerranéen.Le personnel multilingue de la réception ouverte 24h/24 pourra vous fournir des informations touristiques. Vous séjournerez à proximité des restaurants locaux et du musée Cantini.Enfin, l'Hostel Vertigo Vieux-Port se trouve à 5 minutes à pied de l'opéra municipal. Vous rejoindrez directement la gare TGV de Marseille-Saint-Charles depuis la station de métro Vieux-Port-Hôtel de Ville, à 600 mètres. Le parking Q-Park Estienne d'Orves est à seulement 220 mètres. C'est le quartier préféré des voyageurs visitant Marseille, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,3 pour un séjour à deux.L'établissement Hostel Vertigo Vieux-Port accueille des clients Booking.com depuis le 18 nov. 2010.En voir plus",7.8,https://www.booking.com/hotel/fr/vertigo-vieux-port-marseille.fr.html,    Connexion Wi-Fi gratuite    Chambres familiales    Restaurant    Chambres non-fumeurs    Réception ouverte 24h/24    Terrasse    Bar,43.29139738,5.37193626
Marseille,Aparthotel Adagio Access Marseille Saint Charles,"23, Rue Honnorat, 13003 Marseille, France","L'Aparthotel Adagio Access Marseille Saint Charles propose des hébergements spacieux, à seulement 100 mètres de la gare Saint-Charles. Vous séjournerez à seulement 10 minutes à pied du centre-ville de Marseille.Les studios et appartements modernes et climatisés disposent d'une connexion Wi-Fi gratuite et sont desservis par un ascenseur. La cuisine ou kitchenette entièrement équipée dispose d'un micro-ondes et d'un réfrigérateur.Chaque matin, un petit-déjeuner buffet est servi dans la salle à manger. Les enfants âgés de 4 à 11 ans bénéficient d'une réduction.L’établissement dispose également d’une réception ouverte 24h/24.Cet hôtel respectueux de l'environnement se trouve à 20 minutes de marche du Vieux-Port de Marseille et du palais Longchamp. Enfin, l'aéroport de Marseille-Provence est situé à 26 km et desservi par une navette locale. C'est le quartier préféré des voyageurs visitant Marseille, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,2 pour un séjour à deux.L'établissement Aparthotel Adagio Access Marseille Saint Charles accueille des clients Booking.com depuis le 25 févr. 2010.Chaîne hôtelière/marque:Adagio Access AparthotelsEn voir plus",7.4,https://www.booking.com/hotel/fr/adagio-city-aparthotel-marseille-saint-charles.fr.html,    Connexion Wi-Fi gratuite    Animaux domestiques admis    Chambres familiales    Chambres non-fumeurs    Réception ouverte 24h/24    Ascenseur,43.30459067,5.3819409
Marseille,LE PRIVILIANE - Bel et grand appartement idéalement situé,"71 rue de Rome, 13001 Marseille, France","Marseille - séjournez au cœur de la ville–Excellent emplacement - voir la carteSitué dans le centre de Marseille, à 2,4 km de la plage des Catalans et à 100 mètres de la rue Saint-Ferréol, l'établissement LE PRIVILIANE - Bel et grand appartement idéalement situé propose une connexion Wi-Fi gratuite. Cet appartement se trouve à 2,3 km de la station de métro La Timone et à 1,6 km de la basilique Notre-Dame de la Garde.Cet appartement comprend 5 chambres, un salon, une cuisine entièrement équipée avec un réfrigérateur et une machine à café ainsi que 2 salles de bains pourvues d'une douche et d'articles de toilette gratuits. Les serviettes et le linge de lit sont fournis.Vous séjournerez à proximité des stations de métro Castellane, Vieux Port et Marseille Saint-Charles. L'aéroport le plus proche, celui de Marseille Provence, est situé à 23 km. C'est le quartier préféré des voyageurs visitant Marseille, selon les commentaires clients indépendants.L'établissement LE PRIVILIANE - Bel et grand appartement idéalement situé accueille des clients Booking.com depuis le 8 mai 2022.En voir plus",8.4,https://www.booking.com/hotel/fr/le-priviliane-bel-et-grand-appartement-idealement-situe.fr.html,    Connexion Wi-Fi gratuite    Chambres non-fumeurs    Chauffage,43.29297191,5.37986534
Marseille,Golden Tulip Marseille Euromed,"6, Place Henri Verneuil, 13002 Marseille, France","Offrant une vue sur la mer, le Golden Tulip Marseille Euromed vous accueille à Marseille, à seulement 500 mètres du centre commercial Les Terrasses du Port. Cet établissement propose une salle de sport, une piscine intérieure et une terrasse bien exposée. Vous pourrez prendre un verre au bar et manger au restaurant La Table. Vous bénéficierez d'une connexion Wi-Fi gratuite.Les chambres sont dotées de la climatisation, d'une télévision à écran plat ainsi que d'une salle de bains privative pourvue d'une baignoire ou d'une douche, d'articles de toilette gratuits et d'un sèche-cheveux. Les suites comprennent un coin salon idéal pour se détendre après une journée bien remplie. Les étages supérieurs et les chambres sont accessibles uniquement via une carte magnétique et sont ainsi sécurisés.La réception est ouverte 24h/24. L'hôtel met également à votre disposition un camion-restaurant, un bar à cosmétiques et des tandems.Le stade Vélodrome se trouve à 5 km du Golden Tulip Marseille Euromed. La gare maritime est à 1 km de l'établissement, tandis que l'aéroport de Marseille-Provence, le plus proche, est installé à 25 km. Par ailleurs, un parking public se situe à proximité, et vous pourrez acheter un forfait de stationnement à la réception. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,3 pour un séjour à deux.L'établissement Golden Tulip Marseille Euromed accueille des clients Booking.com depuis le 20 janv. 2016.Chaîne hôtelière/marque:Golden TulipEn voir plus",7.7,https://www.booking.com/hotel/fr/golden-tulip.fr.html,    1 piscine    Connexion Wi-Fi gratuite    Animaux domestiques admis    Chambres familiales     Salle de sport bien     Plateau/bouilloire dans tous les hébergements    Bar,43.30972177,5.36703444
Marseille,Pied à Terre en Ville,"25 bd Jean Aicard, 13005 Marseille, France","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Pied à Terre en Ville ! Connectez-vous pour économiser.Située à Marseille, la chambre d'hôtes Pied à Terre en Ville dispose d'une connexion Wi-Fi gratuite.Les hébergements sont dotés de la climatisation et d'une terrasse meublée offrant une vue sur le jardin. Ils comportent également une télévision et une salle de bains privative avec douche. Le studio est pourvu d'une kitchenette ainsi que d'un coin repas.Le petit-déjeuner est compris dans le tarif. L'établissement Pied à Terre en Ville est en outre muni d'un barbecue. Des bars et des restaurants sont facilement accessibles à pied.Par ailleurs, le Vieux-Port ainsi que la gare de Marseille-Saint-Charles se trouvent à 4 km, tandis que la basilique Notre-Dame-de-la-Garde est à 5 km. L'aéroport de Marseille Provence est implanté à 29 km. Un parking privé payant et un parking gratuit pour les motos sont disponibles sur place. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,8 pour un séjour à deux.Votre séjour comprendra :Coin repasTélévision à écran platTerrasseTerrasse bien exposéeL'établissement Pied à Terre en Ville accueille des clients Booking.com depuis le 23 juil. 2014.En voir plus",8.8,https://www.booking.com/hotel/fr/pied-a-terre-en-ville-marseille.fr.html,    Parking    Connexion Wi-Fi gratuite    Chambres non-fumeurs    Terrasse    Jardin,43.29307009,5.4112837
Marseille,Mama Shelter Marseille,"64 Rue de la Loubière, 13006 Marseille, France","Le Mama Shelter Marseille est un hôtel moderne à la décoration unique proposant des chambres dotées d'une connexion Wi-Fi gratuite et d'une télévision connectée. Vous séjournerez dans le 6ème arrondissement branché de Marseille, à 7 minutes à pied de la station de métro Notre-Dame du Mont - Cours Julien et à 15 minutes en métro du stade Vélodrome.Décorées de manière personnalisée, toutes les chambres comprennent un mini-réfrigérateur et une télévision à écran plat avec une sélection de films gratuits. Leur salle de bains privative est pourvue d’une douche, d’un sèche-cheveux et d’articles de toilette gratuits. Le restaurant du Mama Shelter possède un patio où vous dégusterez une cuisine méditerranéenne contemporaine. Un petit-déjeuner buffet est également préparé. Vous pourrez profiter d’un bar à pastis dans le patio.L’hôtel comporte une réception ouverte 24h/24, un magasin vendant des produits Mama Shelter et un salon commun avec un baby-foot pour 8 personnes. Enfin, le Mama Shelter Marseille se trouve à 25 km de l’aéroport international de Marseille-Provence et à 10 minutes en métro de la gare de Marseille-Saint-Charles.  L'établissement Mama Shelter Marseille accueille des clients Booking.com depuis le 23 avr. 2012.Chaîne hôtelière/marque:Mama ShelterEn voir plus",8.1,https://www.booking.com/hotel/fr/mama-shelter-marseille.fr.html,    Parking    Connexion Wi-Fi gratuite    Animaux domestiques admis    Chambres familiales    Restaurant    Chambres non-fumeurs    Bar,43.2906598,5.38873054
Marseille,Citadines Prado Chanot Marseille,"9-11 Boulevard du Louvain, 13008 Marseille, France","L'hôtel Citadines Prado Chanot Marseille est situé à proximité du parc des expositions Marseille Chanot et à 1 km du stade Vélodrome. Il propose des hébergements indépendants avec une connexion Wi-Fi gratuite et un jardin privé.Les studios et appartements de l'Apart’hotel Marseille Prado Chanot comprennent la climatisation, une télévision par satellite, ainsi qu'une kitchenette avec un micro-ondes et un lave-vaisselle. Certains possèdent un balcon donnant sur le jardin.Lors de votre séjour à l'établissement Citadines Apart’hotel Marseille, vous pourrez déguster chaque matin un petit-déjeuner buffet continental. Sur place, vous disposerez aussi d'une buanderie.Enfin, l'établissement Citadines Apart’hotel Marseille Prado Chanot se trouve à 700 mètres des stations de métro Périer et Rond-Point du Prado. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,5 pour un séjour à deux.L'établissement Citadines Prado Chanot Marseille accueille des clients Booking.com depuis le 26 oct. 2009.Chaîne hôtelière/marque:CitadinesEn voir plus",8.0,https://www.booking.com/hotel/fr/citadines-aparthotel-marseillepradochanot.fr.html,    Parking    Connexion Wi-Fi gratuite    Animaux domestiques admis    Chambres familiales    Chambres non-fumeurs    Équipements pour les personnes handicapées    Enregistrement en ligne disponible,43.27647108,5.3911972
Marseille,"InterContinental Marseille - Hotel Dieu, an IHG Hotel","1 Place Daviel, 13002 Marseille, France","Marseille - séjournez au cœur de la ville–Excellent emplacement - voir la carteSitué dans le quartier historique de Marseille, l'InterContinental Marseille - Hotel Dieu occupe un superbe bâtiment du XVIIIe siècle à 350 mètres du Vieux Port. Vous pourrez profiter d'une connexion Wi-Fi.Doté de 194 chambres et suites, cet établissement présente une élégante décoration contemporaine alliée à des éléments historiques. Certains logements comprennent une terrasse privée et une vue sur les sites d'intérêt.L'hôtel comporte 2 restaurants gastronomiques sur place : la Brasserie Les Fenêtres et le Restaurant Gastronomique Alcyone. Le bar Capain sert une variété de cocktails préparés par des spécialistes.L'espace détente de l'hôtel comporte un spa Clarins avec des saunes, des hammams, des lits de bronzage, une salle de sport et une piscine intérieure. Le spa est accessible à toute personne séjournant à l'hôtel, moyennant un supplément.Cet établissement est l'endroit idéal pour explorer le cœur de Marseille, avec ses théâtres, grands magasins et musées à proximité. C'est le quartier préféré des voyageurs visitant Marseille, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,4 pour un séjour à deux.L'établissement InterContinental Marseille - Hotel Dieu, an IHG Hotel accueille des clients Booking.com depuis le 29 nov. 2012.Chaîne hôtelière/marque:InterContinental Hotels & ResortsEn voir plus",8.3,https://www.booking.com/hotel/fr/marseille-dieu.fr.html,    1 piscine    Parking    Spa et centre de bien-être    Connexion Wi-Fi gratuite    Animaux domestiques admis    Bar,43.29858167,5.36974624
Marseille,Lovely place near Vieux Port,"9 Rue de Bir Hakeim, 13001 Marseille, France","Marseille - séjournez au cœur de la ville–Excellent emplacement - voir la carteVous pouvez bénéficier d'une réduction Genius dans l'établissement Lovely place near Vieux Port ! Connectez-vous pour économiser.Situé dans un quartier central de Marseille, à proximité des stations de métro Vieux Port et Joliette, le Lovely place near Vieux Port propose une connexion Wi-Fi gratuite, la climatisation et des équipements ménagers tels que des plaques de cuisson et une machine à café. Offrant une vue sur la ville, il se trouve à 2,1 km de la plage des Catalans et à 1 km de la gare de Marseille Saint-Charles.Cet appartement comprend une chambre, une télévision par satellite à écran plat, une salle de bains pourvue d'une douche ainsi qu'une cuisine équipée avec un micro-ondes et un réfrigérateur. Les serviettes et le linge de lit sont fournis.Vous séjournerez à proximité du centre commercial Les Terrasses du Port, du musée des civilisations de l'Europe et de la Méditerranée et de la rue Saint-Ferréol. L'aéroport de Marseille-Provence, le plus proche, est implanté à 22 km. C'est le quartier préféré des voyageurs visitant Marseille, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,6 pour un séjour à deux.L'établissement Lovely place near Vieux Port accueille des clients Booking.com depuis le 23 sept. 2017.En voir plus",8.3,https://www.booking.com/hotel/fr/lovely-place-near-vieux-port.fr.html,    Parking    Connexion Wi-Fi gratuite    Chambres familiales    Chambres non-fumeurs,43.29668,5.376092
Marseille,Aparthotel Adagio Marseille Timone,"21, Chemin de l'Armée d'Afrique, 13005 Marseille, France","L'Aparthotel Adagio Marseille Timone propose des hébergements indépendants bénéficiant de services hôteliers. L'établissement se situe au cœur de Marseille, à 500 mètres de la station de métro Timone, qui permet un accès direct au Vieux-Port et à la gare Saint-Charles. Il se trouve par ailleurs à 3,5 km du centre des congrès du Parc Chanot et du Stade Vélodrome. Ses installations comprennent un sauna et une salle de sport.Les suites et les studios de l'Aparthotel Adagio Marseille Timone affichent un style contemporain et sont accessibles par un ascenseur. Tous sont équipés de la climatisation, d'une télévision à écran LCD et d'une connexion Internet. Les suites sont dotées d'un coin salon, d'un coffre-fort et d'une télévision à écran plat. Chaque cuisine comporte des plaques de cuisson, un micro-ondes, un lave-vaisselle et divers ustensiles.Un petit-déjeuner buffet est servi chaque matin dans la salle à manger. En été vous pourrez aussi le déguster sur la terrasse de l'établissement.L'Aparthotel Adagio Marseille Timone possède une laverie, une réception ouverte 24h/24 et un parking privé disponible moyennant des frais supplémentaires. L'aéroport de Marseille Provence est à 29 km. L'établissement Aparthotel Adagio Marseille Timone accueille des clients Booking.com depuis le 18 mars 2011.Chaîne hôtelière/marque:Adagio AparthotelsEn voir plus",7.7,https://www.booking.com/hotel/fr/hipark-residences-marseille.fr.html,    Parking    Connexion Wi-Fi gratuite    Animaux domestiques admis    Chambres familiales    Centre de remise en forme    Chambres non-fumeurs,43.2910567,5.40434003
Aigues Mortes,Hotel Canal Aigues Mortes,"440 Route De Nimes, 30220 Aigues-Mortes, France","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hotel Canal Aigues Mortes ! Connectez-vous pour économiser.L’hôtel Canal Aigues Mortes vous accueille sur les rives du canal, à 5 minutes à pied de la ville fortifiée. Vous pourrez profiter d’une vue sur le canal depuis sa terrasse panoramique et sa piscine. Cet établissement propose des chambres climatisées avec une connexion Wi-Fi gratuite. Un parking gratuit est disponible. Un parking couvert est accessible moyennant des frais supplémentaires ou gratuitement pour les motos.Toutes les chambres de cet hôtel 3 étoiles sont insonorisées. Elles comprennent une télévision à écran plat avec des chaînes nationales et internationales.Pendant les mois les plus chauds, vous dégusterez le petit-déjeuner buffet sur la terrasse. En été, vous aurez également la possibilité de prendre des collations ou des repas légers au bord du canal.Un service de location de vélos est assuré sur place. L’établissement compte par ailleurs une salle de séminaire pour les réunions.L’hôtel Canal Aigues Mortes est placé à 10 minutes de route de la plage de Grau-du-Roi et à 20 minutes en voiture de l’aéroport de Montpellier-Méditerranée. La gare d'Aigues-Mortes est à 4 minutes de marche. Montpellier, Arles et Nîmes peuvent être atteints à moins de 45 minutes de route. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,0 pour un séjour à deux.L'établissement Hotel Canal Aigues Mortes accueille des clients Booking.com depuis le 2 juin 2009.En voir plus",8.5,https://www.booking.com/hotel/fr/canal-aigues-mortes.fr.html,    1 piscine    Parking gratuit    Animaux domestiques admis    Connexion Wi-Fi gratuite    Chambres familiales    Bar,43.57298752,4.1948247
